City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,holland,42.7875,-86.1089,276.42,82,0,0.0,US,1707114566
299,urumqi,43.801,87.6005,262.68,79,20,2.0,CN,1707114837
300,baklan,37.9769,29.6086,271.31,66,77,1.0,TR,1707114837
301,kembe,4.6228,21.8865,301.79,23,100,2.32,CF,1707114837
302,nova xavantina,-14.6667,-52.35,294.8,97,100,0.87,BR,1707114837
303,tual,-5.6667,132.75,302.05,76,100,6.11,ID,1707114838
304,vershino-darasunskiy,52.35,115.5167,257.94,68,48,0.47,RU,1707114838
305,la gi,10.6667,107.7833,302.84,61,100,6.01,VN,1707114838
306,puerto armuelles,8.2833,-82.8667,298.2,82,81,3.13,PA,1707114838
307,galliano,29.4422,-90.2992,287.15,87,1,6.52,US,1707114839
308,mount gambier,-37.8333,140.7667,291.36,44,0,5.06,AU,1707114839
309,gagarin,55.5529,34.9954,266.81,97,100,2.52,RU,1707114839
310,cayambe,0.05,-78.1333,284.74,94,100,0.72,EC,1707114839
311,zapala,-38.8992,-70.0544,289.62,34,0,3.2,AR,1707114839
312,strezhevoy,60.7333,77.5889,263.11,90,100,4.47,RU,1707114840
313,peace river,56.2501,-117.286,264.32,79,0,0.0,CA,1707114840
314,kharkhorin,47.1975,102.8238,263.1,76,8,1.59,MN,1707114840
315,protaras,35.0125,34.0583,287.03,80,53,1.34,CY,1707114840
316,gufeng,26.9083,118.9819,286.53,77,90,1.78,CN,1707114840
317,san agustin,20.5333,-103.4667,283.77,37,0,0.0,MX,1707114841
318,ca mau,9.1769,105.15,307.84,41,96,3.95,VN,1707114841
319,shumikha,55.2261,63.2961,273.41,98,100,8.97,RU,1707114841
320,trujillo,-8.116,-79.03,297.13,83,75,2.06,PE,1707114548
321,port hedland,-20.3167,118.5667,306.18,62,40,6.69,AU,1707114841
322,chernyshevskiy,63.0128,112.4714,255.46,94,100,1.11,RU,1707114842
323,smithers,54.7804,-127.1743,262.33,100,0,1.03,CA,1707114635
324,polyarnyy,69.1989,33.4478,257.49,93,18,3.22,RU,1707114802
325,dehdasht,30.7949,50.5646,283.27,35,0,0.68,IR,1707114842
326,kayangel,8.0823,134.7173,300.38,84,100,9.96,PW,1707114843
327,calabozo,8.9242,-67.4293,302.02,55,42,0.94,VE,1707114843
328,arica,-18.475,-70.3042,298.9,64,0,0.51,CL,1707114843
329,necochea,-38.5473,-58.7368,286.19,80,6,5.52,AR,1707114843
330,kisarazu,35.3747,139.9225,276.03,98,100,8.51,JP,1707114844
331,tarawa,1.419,172.984,303.2,79,75,2.57,KI,1707114844
332,ostersund,63.1792,14.6357,266.82,93,20,4.63,SE,1707114844
333,arno,60.1167,18.6333,272.47,75,52,5.04,SE,1707114844
334,nyrob,60.733,56.7202,256.43,84,100,2.98,RU,1707114845
335,bukama,-9.2,25.85,295.71,95,100,1.15,CD,1707114845
336,posto fiscal rolim de moura,-13.0833,-62.2667,294.94,97,4,1.03,BR,1707114845
337,isla vista,34.4133,-119.861,288.61,91,100,2.06,US,1707114845
338,cleveland,41.4995,-81.6954,274.4,93,100,3.09,US,1707114650
339,bitam,2.076,11.5007,296.27,88,100,1.43,GA,1707114846
340,kingston,17.997,-76.7936,299.68,90,40,3.6,JM,1707114687
341,nemuro,43.3236,145.575,267.01,62,93,6.28,JP,1707114846
342,thompson,55.7435,-97.8558,266.24,93,100,1.03,CA,1707114846
343,broadstairs,51.3591,1.4394,281.92,85,100,4.47,GB,1707114847
344,borogontsy,62.6683,131.1683,240.21,99,86,1.07,RU,1707114848
345,enewetak,11.3474,162.3373,299.61,75,100,8.67,MH,1707114848
346,mammoth lakes,37.6485,-118.9721,271.37,93,100,8.23,US,1707114848
347,chonchi,-42.6128,-73.8092,289.33,99,100,2.23,CL,1707114849
348,altamira,-3.2033,-52.2064,295.2,99,55,1.02,BR,1707114849
349,kirillov,59.863,38.3813,259.25,97,100,1.96,RU,1707114849
350,swakopmund,-22.6833,14.5333,291.47,91,90,1.06,NA,1707114849
351,tsiombe,-25.3,45.4833,304.31,54,59,1.81,MG,1707114850
352,landeck,47.1301,10.5636,279.05,72,94,2.6,AT,1707114850
353,angaur state,6.906,134.13,299.01,93,100,7.76,PW,1707114850
354,cidreira,-30.1811,-50.2056,295.78,94,16,1.46,BR,1707114851
355,hedaru,-4.5,37.9,300.22,65,100,1.55,TZ,1707114851
356,mili,6.0815,171.735,300.96,78,95,7.08,MH,1707114851
357,luderitz,-26.6481,15.1594,295.16,69,72,1.95,NA,1707114851
358,rouissat,31.9243,5.3502,282.61,59,0,1.29,DZ,1707114852
359,leribe,-28.8718,28.045,296.86,39,0,1.47,LS,1707114852
360,jiashan,30.8492,120.9258,278.16,67,100,7.61,CN,1707114852
361,pionerskiy,54.9508,20.2275,279.34,82,100,14.19,RU,1707114852
362,nar'yan-mar,67.6713,53.087,250.43,93,100,1.79,RU,1707114853
363,remire-montjoly,4.9167,-52.2667,298.17,94,20,0.0,GF,1707114853
364,santa ana,33.7456,-117.8678,287.45,92,100,6.69,US,1707114853
365,wabag,-5.4781,143.7021,290.29,95,100,0.46,PG,1707114853
366,acarau,-2.8856,-40.12,299.99,78,19,5.98,BR,1707114854
367,hamilton,39.1834,-84.5333,277.03,75,0,6.17,US,1707114854
368,belmonte,-15.8631,-38.8828,297.53,88,38,0.48,BR,1707114854
369,callao,-12.0667,-77.15,299.66,73,0,3.6,PE,1707114742
370,pitimbu,-7.4706,-34.8086,298.48,82,29,4.85,BR,1707114855
371,birjand,32.8663,59.2211,280.41,23,0,2.06,IR,1707114695
372,kristiansund,63.1115,7.732,273.51,93,100,4.63,NO,1707114855
373,fortaleza,-3.7227,-38.5247,303.75,89,75,5.66,BR,1707114816
374,prado,-17.3411,-39.2208,297.0,92,82,0.65,BR,1707114857
375,choyr,46.3611,108.3611,259.28,83,40,2.7,MN,1707114857
376,chunskiy,56.0815,99.6342,265.75,79,100,2.22,RU,1707114802
377,shimoda,34.6667,138.95,278.35,95,100,11.84,JP,1707114857
378,bichura,50.5881,107.6022,263.26,81,52,1.02,RU,1707114858
379,tucupita,9.0622,-62.051,295.14,99,15,1.38,VE,1707114858
380,khanty-mansiysk,61.0042,69.0019,251.54,71,0,2.0,RU,1707114858
381,datong,40.0936,113.2914,272.04,67,100,2.26,CN,1707114858
382,kerema,-7.9631,145.7785,302.66,74,55,3.53,PG,1707114858
383,vadso,70.0744,29.7487,267.24,68,75,7.72,NO,1707114859
384,severo-yeniseyskiy,60.3725,93.0408,267.9,89,100,5.1,RU,1707114859
385,palestine,31.9216,35.2033,280.89,95,97,4.13,PS,1707114859
386,taseyevo,57.2169,94.8978,269.45,91,100,4.02,RU,1707114859
387,fale old settlement,-9.3852,-171.2468,302.32,78,100,11.3,TK,1707114860
388,zgurovka,50.5028,31.7849,276.22,84,100,7.06,UA,1707114860
389,tomatlan,19.9333,-105.25,289.8,33,0,1.53,MX,1707114860
390,labytnangi,66.6572,66.4183,254.92,96,93,3.29,RU,1707114860
391,ituango,7.1712,-75.764,290.27,98,85,0.93,CO,1707114861
392,hurghada,27.2574,33.8129,289.17,41,0,5.14,EG,1707114861
393,kiunga,-6.1219,141.2906,303.63,69,100,1.18,PG,1707114861
394,hammerfest,70.6634,23.6821,267.4,73,0,3.09,NO,1707114861
395,brisas barra de suchiate,14.55,-92.2167,298.2,76,14,3.38,MX,1707114862
396,pariyapuram,10.9561,76.1916,303.31,27,1,0.88,IN,1707114862
397,xuanzhou,30.9525,118.7553,273.99,87,100,3.4,CN,1707114862
398,gorontalo,0.5412,123.0595,302.71,70,100,1.05,ID,1707114862
399,new plymouth,-39.0667,174.0833,292.77,66,0,5.29,NZ,1707114863
400,al mijlad,11.0333,27.7333,295.18,14,65,9.47,SD,1707114863
401,lander,42.833,-108.7307,272.48,71,40,2.06,US,1707114863
402,at taj,24.2049,23.2857,283.93,44,0,2.19,LY,1707114603
403,sao miguel do araguaia,-13.275,-50.1628,295.98,90,100,0.32,BR,1707114864
404,howrah,22.5892,88.3103,300.15,44,20,2.57,IN,1707114864
405,haiku-pauwela,20.9219,-156.3051,293.73,80,75,7.72,US,1707114864
406,gizo,-8.103,156.8419,301.93,78,100,5.76,SB,1707114864
407,zav'yalovo,56.7847,53.3776,271.26,89,100,6.26,RU,1707114865
408,harper,4.375,-7.7169,298.94,87,29,1.55,LR,1707114865
409,akureyri,65.6835,-18.0878,260.11,85,100,2.57,IS,1707114865
410,federal,-30.9547,-58.7833,297.47,74,14,3.11,AR,1707114865
411,cromer,52.9312,1.2989,281.56,85,38,12.11,GB,1707114866
412,port-vila,-17.7338,168.3219,302.93,79,75,3.09,VU,1707114866
413,nieves,15.3274,120.9485,306.88,47,29,6.24,PH,1707114866
414,broome,42.2506,-75.833,271.59,91,20,3.09,US,1707114866
415,kenai,60.5544,-151.2583,262.2,92,100,2.57,US,1707114772
416,el granada,37.5027,-122.4694,286.94,85,75,14.92,US,1707114867
417,yur'yev-pol'skiy,56.5,39.6833,265.73,97,88,3.3,RU,1707114867
418,ishim,56.1128,69.4902,268.73,94,100,6.71,RU,1707114739
419,general acha,-37.377,-64.6043,294.18,42,100,8.01,AR,1707114867
420,masterton,-40.9597,175.6575,291.97,58,0,2.41,NZ,1707114868
421,caleta de carquin,-11.0925,-77.6267,296.97,82,100,2.21,PE,1707114868
422,miyaly,48.8844,53.7836,274.45,100,100,6.48,KZ,1707114868
423,kitimat,54.0524,-128.6534,272.54,81,24,1.79,CA,1707114868
424,bergama,39.1207,27.1805,282.86,83,0,0.8,TR,1707114868
425,bubaque,11.2833,-15.8333,299.32,61,0,2.45,GW,1707114869
426,bel ombre,-4.6167,55.4167,304.06,66,20,4.12,SC,1707114869
427,albertina,-22.2008,-46.6158,291.37,76,100,1.31,BR,1707114869
428,fort st. john,56.2499,-120.8529,266.09,63,20,3.09,CA,1707114834
429,el jadid,33.2549,-8.506,287.16,73,100,1.15,MA,1707114869
430,westport,41.1415,-73.3579,275.14,61,0,2.57,US,1707114672
431,haapavesi,64.1333,25.3667,264.01,94,97,3.55,FI,1707114870
432,kalach,50.4258,41.0261,273.63,94,82,7.08,RU,1707114802
433,zhaoyuan,37.3592,120.3964,271.23,65,30,7.28,CN,1707114870
434,palangkaraya,-2.2,113.8333,304.07,60,100,1.01,ID,1707114871
435,fisterra,42.9049,-9.2629,283.16,78,100,2.09,ES,1707114871
436,boca suno,-0.7167,-77.1333,295.1,99,100,0.68,EC,1707114871
437,corinto,37.9407,22.9573,286.6,60,0,3.19,GR,1707114871
438,ekibastuz,51.6667,75.3667,271.56,83,90,7.49,KZ,1707114871
439,piacabucu,-10.4056,-36.4344,298.62,83,8,2.73,BR,1707114872
440,ban houayxay,20.2453,100.4547,305.44,17,0,1.85,LA,1707114872
441,saint-joseph,-21.3667,55.6167,300.36,69,99,5.24,RE,1707114872
442,kyshtovka,56.555,76.6271,267.23,93,100,4.47,RU,1707114873
443,ola,59.5833,151.2833,255.2,77,96,4.4,RU,1707114873
444,newnham,-41.3833,147.1333,298.68,25,0,8.75,AU,1707114873
445,kudymkar,59.0173,54.656,260.79,94,100,6.03,RU,1707114696
446,saldanha,-33.0117,17.9442,294.18,83,100,4.26,ZA,1707114873
447,grand rapids,42.9634,-85.6681,275.46,82,0,0.45,US,1707114782
448,mahina,-17.5065,-149.489,300.02,78,75,2.57,PF,1707114874
449,salmon arm,50.6998,-119.3024,273.39,93,94,3.09,CA,1707114874
450,tumayr,25.7039,45.868,289.24,29,98,5.9,SA,1707114874
451,salinopolis,-0.6136,-47.3561,300.35,81,96,4.46,BR,1707114875
452,quepos,9.4236,-84.1652,297.91,76,97,1.92,CR,1707114768
453,kismayo,-0.3582,42.5454,302.91,66,69,7.43,SO,1707114875
454,talakan,50.3167,130.3667,259.43,84,80,2.13,RU,1707114875
455,weno,7.4515,151.8468,303.12,74,75,7.2,FM,1707114875
456,yankton,42.8711,-97.3973,273.77,100,100,4.12,US,1707114876
457,colonia,50.9333,6.95,284.24,78,75,4.63,DE,1707114876
458,bangassou,4.7413,22.8184,300.03,24,92,2.23,CF,1707114876
459,taltal,-25.4,-70.4833,294.12,83,29,0.57,CL,1707114859
460,porkhov,57.765,29.5561,269.52,93,100,3.39,RU,1707114877
461,antsiranana,-12.2787,49.2917,303.57,66,20,4.12,MG,1707114877
462,vila franca do campo,37.7167,-25.4333,291.42,99,100,4.35,PT,1707114877
463,quatre cocos,-20.2078,57.7625,303.19,55,97,4.84,MU,1707114877
464,malaryta,51.7905,24.074,278.01,92,100,9.29,BY,1707114878
465,taro,-8.3862,115.28,300.15,76,89,1.31,ID,1707114878
466,abington,42.1048,-70.9453,272.99,58,0,1.34,US,1707114878
467,midvagur,62.0511,-7.1939,270.61,74,32,0.51,FO,1707114878
468,st. john's,47.5649,-52.7093,274.42,96,100,9.26,CA,1707114878
469,holualoa,19.6228,-155.9522,294.06,83,40,2.57,US,1707114879
470,lycksele,64.5954,18.6735,268.08,86,100,3.6,SE,1707114879
471,novodvinsk,64.4165,40.8122,259.7,93,99,3.68,RU,1707114879
472,tangalle,6.024,80.7911,299.24,68,45,5.84,LK,1707114879
473,pedernales,18.0384,-71.744,297.24,66,6,1.66,DO,1707114879
474,moussoro,13.6408,16.4901,291.72,16,33,8.37,TD,1707114880
475,acapulco de juarez,16.8634,-99.8901,297.05,83,20,2.06,MX,1707114745
476,pikalevo,59.5183,34.1664,264.44,98,100,1.17,RU,1707114880
477,tanjung pandan,-2.75,107.65,302.57,68,98,4.39,ID,1707114880
478,boca do acre,-8.7522,-67.3978,295.27,99,100,0.52,BR,1707114881
479,el calafate,-50.3408,-72.2768,281.7,74,15,7.63,AR,1707114881
480,nchelenge,-9.3451,28.734,294.99,90,100,0.92,ZM,1707114881
481,katsuura,35.1333,140.3,278.16,90,100,8.79,JP,1707114881
482,madalena,41.2162,-8.3345,282.85,89,100,0.85,PT,1707114881
483,bogale,16.2833,95.4,306.67,17,5,2.9,MM,1707114882
484,shihezi,44.3,86.0333,266.45,89,86,2.05,CN,1707114882
485,laguna,38.421,-121.4238,288.2,81,100,7.72,US,1707114882
486,ndele,8.4109,20.6473,299.33,18,10,4.25,CF,1707114882
487,rongelap,11.1635,166.8941,299.25,74,99,9.28,MH,1707114883
488,mildura,-34.2,142.15,305.01,26,64,3.23,AU,1707114658
489,zabol,32.25,67.25,273.08,50,0,2.3,AF,1707114883
490,klyuchi,52.2667,79.1667,270.43,82,99,5.65,RU,1707114883
491,pea ridge,38.414,-82.3199,280.58,77,2,2.62,US,1707114883
492,mhamid,29.82,-5.72,281.6,47,99,3.86,MA,1707114884
493,aldinga beach,-35.2793,138.4604,298.29,51,7,8.15,AU,1707114884
494,gazojak,41.1875,61.4036,280.74,48,15,6.09,TM,1707114884
495,kalaleh,37.3807,55.4916,280.93,76,75,0.0,IR,1707114884
496,sidi khaled,34.387,4.9879,284.97,41,0,2.87,DZ,1707114885
497,bengkulu,-3.8004,102.2655,302.57,70,52,4.06,ID,1707114885
498,loreto,22.2667,-101.9667,282.35,25,0,3.41,MX,1707114885
499,poxoreo,-15.8372,-54.3892,294.74,99,100,1.24,BR,1707114885
500,pandan,14.0453,124.1694,301.04,71,14,4.41,PH,1707114885
501,shingu,33.7333,135.9833,283.15,96,100,5.19,JP,1707114886
502,banda aceh,5.5577,95.3222,303.16,67,94,6.88,ID,1707114634
503,diego de almagro,-26.3667,-70.05,290.61,74,0,0.68,CL,1707114886
504,civril,38.3014,29.7386,270.45,62,87,1.09,TR,1707114886
505,daru,-9.0763,143.2092,302.0,79,74,1.56,PG,1707114886
506,gedo,9.0167,37.45,291.55,52,100,1.61,ET,1707114887
507,hilo,19.7297,-155.09,293.31,96,100,1.54,US,1707114848
508,pitiquito,30.7,-112.0833,288.99,40,0,0.43,MX,1707114755
509,kitui,-1.367,38.0106,297.17,64,75,3.42,KE,1707114887
510,knik-fairview,61.5126,-149.6001,264.19,90,91,1.33,US,1707114887
511,aylmer,42.7668,-80.983,271.76,87,6,3.09,CA,1707114888
512,batang,-6.4846,110.7083,302.21,75,32,4.19,ID,1707114888
513,huatabampo,26.8333,-109.6333,288.07,59,0,4.31,MX,1707114597
514,xinzhou,38.4092,112.7333,273.06,67,11,0.82,CN,1707114888
515,kudahuvadhoo,2.6708,72.8944,301.15,75,10,7.47,MV,1707114888
516,arkhangel'sk,64.5401,40.5433,259.89,84,40,5.0,RU,1707114889
517,cristalina,-16.7686,-47.6136,290.92,83,100,0.74,BR,1707114889
518,inhambane,-23.865,35.3833,301.14,89,40,0.0,MZ,1707114889
519,hassi messaoud,31.6804,6.0729,282.69,61,0,1.42,DZ,1707114889
520,vorkuta,67.5,64.0,256.88,93,100,2.17,RU,1707114889
521,tarauaca,-8.1614,-70.7656,295.46,99,100,0.71,BR,1707114890
522,boende,-0.2167,20.8667,302.14,56,97,1.3,CD,1707114890
523,tamanrasset,22.785,5.5228,280.07,28,0,6.81,DZ,1707114890
524,castillos,-34.1667,-53.8333,290.72,80,2,2.38,UY,1707114890
525,angra do heroismo,38.65,-27.2167,290.49,97,75,0.89,PT,1707114891
526,cottage grove,44.8277,-92.9438,275.49,85,0,2.06,US,1707114891
527,uttarkashi,30.7333,78.45,287.79,52,9,2.36,IN,1707114891
528,ponnani,10.767,75.9252,304.77,43,5,1.43,IN,1707114891
529,abengourou,6.7297,-3.4964,293.25,78,100,1.17,CI,1707114891
530,nantucket,41.2835,-70.0995,274.26,55,0,9.77,US,1707114598
531,sao jose da coroa grande,-8.8978,-35.1478,298.9,83,19,2.64,BR,1707114892
532,amga,60.8953,131.9608,243.65,99,54,0.67,RU,1707114892
533,loukhi,66.0764,33.0381,263.95,94,100,3.77,RU,1707114892
534,salalah,17.0151,54.0924,300.2,44,0,1.54,OM,1707114761
535,punta del este,-34.9667,-54.95,292.52,85,0,2.24,UY,1707114718
536,altay,47.8667,88.1167,266.14,77,13,0.49,CN,1707114893
537,salekhard,66.53,66.6019,253.68,97,90,3.52,RU,1707114893
538,grand-bassam,5.2118,-3.7388,299.13,88,93,1.68,CI,1707114893
539,fort stockton,30.894,-102.8793,281.9,40,0,3.6,US,1707114700
540,thunder bay,48.4001,-89.3168,275.14,86,100,1.54,CA,1707114894
541,okhotsk,59.3833,143.3,253.14,83,5,4.43,RU,1707114894
542,alice springs,-23.7,133.8833,314.38,13,94,6.69,AU,1707114894
543,pauini,-7.7136,-66.9764,294.83,99,100,0.41,BR,1707114894
544,timimoun,29.2639,0.231,282.23,64,0,5.54,DZ,1707114894
545,halifax,44.6453,-63.5724,272.86,96,100,6.71,CA,1707114603
546,oppdal,62.5943,9.6912,266.75,96,100,1.97,NO,1707114895
547,petrozavodsk,61.7849,34.3469,263.85,85,100,3.0,RU,1707114895
548,margate,51.3813,1.3862,281.98,85,100,4.47,GB,1707114895
549,san juan de uraba,8.7592,-76.5297,298.62,89,100,3.4,CO,1707114895
550,aripuana,-9.1667,-60.6333,295.14,100,100,1.05,BR,1707114896
551,carauari,-4.8828,-66.8958,295.57,97,100,0.69,BR,1707114896
552,stephenville,32.2207,-98.2023,283.84,76,100,7.72,US,1707114824
553,rehoboth,-23.3167,17.0833,298.7,46,93,3.08,NA,1707114897
554,gloucester point,37.254,-76.4969,275.36,93,0,0.0,US,1707114704
555,santiago de cao,-7.9589,-79.2392,297.22,83,75,2.06,PE,1707114897
556,independence,39.0911,-94.4155,278.17,79,0,2.57,US,1707114897
557,al burayqah,30.4062,19.5739,289.15,70,14,5.24,LY,1707114897
558,male,4.1748,73.5089,303.12,74,75,8.23,MV,1707114897
559,rio preto da eva,-2.6994,-59.6997,296.22,99,100,0.99,BR,1707114898
560,dzhangala,49.2167,50.3333,274.35,100,100,5.94,KZ,1707114898
561,kencong,-8.2833,113.3667,302.86,72,22,4.22,ID,1707114898
562,gemena,3.25,19.7667,301.22,29,98,1.77,CD,1707114898
563,prince rupert,54.3161,-130.3201,276.98,100,75,14.4,CA,1707114898
564,kone,-21.0595,164.8658,299.69,92,100,2.31,NC,1707114899
565,nushki,29.5542,66.0215,286.42,20,0,0.6,PK,1707114899
566,nova vicosa,-17.8919,-39.3719,297.59,89,79,1.18,BR,1707114899
567,mantsala,60.6609,25.2838,268.99,95,100,2.44,FI,1707114899
568,vernon,50.2581,-119.2691,274.6,87,88,0.89,CA,1707114900
569,plastun,44.7561,136.2939,267.36,57,0,1.14,RU,1707114900
570,tanout,14.9709,8.8879,287.17,20,57,8.22,NE,1707114900
571,karlskrona,56.1616,15.5866,275.4,70,89,9.93,SE,1707114900
572,nsanje,-16.92,35.262,305.12,53,1,1.04,MW,1707114900
573,taungoo,18.9333,96.4333,307.89,15,0,1.62,MM,1707114901
574,port douglas,-16.4833,145.4667,300.99,85,100,1.84,AU,1707114901
575,suva,-18.1416,178.4415,301.86,79,75,3.09,FJ,1707114901
576,calama,-22.4667,-68.9333,288.42,58,0,5.14,CL,1707114663
577,progreso,21.2833,-89.6667,293.21,74,0,6.4,MX,1707114902
578,hajin,34.6927,40.827,286.0,60,100,3.11,SY,1707114902
579,atasu,48.6814,71.6433,267.85,85,99,4.72,KZ,1707114902
580,mendefera,14.8872,38.8153,293.27,42,33,1.45,ER,1707114902
581,pawni,20.7833,79.6333,306.72,23,0,3.94,IN,1707114903
582,kourou,5.1552,-52.6478,298.18,93,94,3.02,GF,1707114903
583,egersund,58.4513,5.9997,275.42,70,100,3.37,NO,1707114903
584,moyale,3.5167,39.0584,300.73,32,100,7.59,KE,1707114903
585,viqueque,-8.8673,126.3658,301.81,79,85,0.57,TL,1707114904
586,axim,4.8699,-2.2405,299.26,90,96,1.67,GH,1707114904
587,kingman,35.1894,-114.053,282.74,49,0,1.79,US,1707114904
588,kaa-khem,51.6833,94.7333,252.26,93,100,0.69,RU,1707114904
589,kabare,-2.4683,28.8242,294.9,77,100,0.7,CD,1707114905
590,port macquarie,-31.4333,152.9167,299.87,70,100,7.25,AU,1707114905
591,emerald,-23.5333,148.1667,307.78,41,86,3.32,AU,1707114905
592,acajutla,13.5928,-89.8275,298.07,86,34,5.47,SV,1707114906
593,qarauyl,48.9451,79.255,268.44,71,95,5.06,KZ,1707114906
594,egilsstadir,65.2653,-14.3948,262.1,85,75,2.06,IS,1707114906
595,chancay,-11.5714,-77.2672,296.95,80,100,1.67,PE,1707114906
596,buka,40.8108,69.1986,280.17,40,100,0.84,UZ,1707114907
597,tezu,27.9167,96.1667,294.33,41,93,0.92,IN,1707114907
